,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61
55,-1,3.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,
56,-1,2.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,
57,1,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,3.0,
58,-1,1.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,
59,-1,3.0,3.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,
60,-1,1.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,
61,1,4.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,
62,-1,4.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,4.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,
63,1,4.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,4.0,2.0,4.0,2.0,1.0,3.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,3.0,
64,-1,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,
65,-1,2.0,2.0,4.0,2.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,3.0,
66,-1,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,
67,-1,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,
68,1,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,4.0,3.0,3.0,1.0,
69,1,3.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,4.0,
70,-1,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,
71,-1,2.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3.0,2.0,
72,1,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,1.0,
73,1,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,
74,1,4.0,4.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,1.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,
75,-1,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,
76,1,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,1.0,1.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,
77,-1,4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,
78,1,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,
79,-1,3.0,1.0,1.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,2.0,3.0,3.0,
80,1,2.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,4.0,4.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,4.0,1.0,
81,1,2.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,
82,1,4.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,2.0,
83,1,3.0,1.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,2.0,1.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,
84,1,3.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,
85,1,2.0,4.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,1.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,
86,1,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,1.0,
87,-1,4.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,
88,1,1.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,4.0,4.0,2.0,4.0,
89,1,4.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,
90,1,1.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,
91,-1,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,1.0,4.0,
92,-1,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,
93,1,3.0,3.0,3.0,1.0,2.0,4.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,2.0,2.0,
94,-1,3.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,1.0,3.0,3.0,4.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,
95,-1,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,3.0,4.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,
96,-1,1.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,1.0,
97,1,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,
98,-1,1.0,4.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,3.0,
99,-1,4.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,4.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,
100,-1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,
101,1,3.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,2.0,
102,1,2.0,4.0,1.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,2.0,4.0,1.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,1.0,4.0,1.0,2.0,
103,1,4.0,3.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,4.0,3.0,1.0,4.0,4.0,2.0,1.0,3.0,3.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,4.0,
104,1,4.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,3.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,3.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,3.0,
105,-1,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,
106,1,2.0,3.0,4.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,1.0,4.0,4.0,4.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,3.0,4.0,1.0,4.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,2.0,
107,-1,2.0,4.0,2.0,4.0,1.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,
108,1,2.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,1.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,4.0,
109,1,3.0,3.0,1.0,3.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,
110,-1,2.0,2.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,3.0,1.0,2.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,1.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,4.0,
